District;Region;Large Land Estates/Number of estates/From 100 to 200;Large Land Estates/Total area/From 100 to 200;Large Land Estates/Arable land/From 100 to 200;Large Land Estates/Meadows/From 100 to 200;Large Land Estates/Permanent pastures, mountain meadows, and heaths/From 100 to 200;Large Land Estates/Orchards/From 100 to 200;Large Land Estates/Vegetable gardens/From 100 to 200;Large Land Estates/Parks/From 100 to 200;Large Land Estates/Land under forest use/From 100 to 200;Large Land Estates/Ponds and lakes/From 100 to 200;Large Land Estates/Under buildings and roads/From 100 to 200;Large Land Estates/Unproductive land/From 100 to 200;Large Land Estates/Number of estates/From 200 to 300;Large Land Estates/Total area/From 200 to 300;Large Land Estates/Arable land/From 200 to 300;Large Land Estates/Meadows/From 200 to 300;Large Land Estates/Permanent pastures, mountain meadows, and heaths/From 200 to 300;Large Land Estates/Orchards/From 200 to 300;Large Land Estates/Vegetable gardens/From 200 to 300;Large Land Estates/Parks/From 200 to 300;Large Land Estates/Land under forest use/From 200 to 300;Large Land Estates/Ponds and lakes/From 200 to 300;Large Land Estates/Under buildings and roads/From 200 to 300;Large Land Estates/Unproductive land/From 200 to 300;Large Land Estates/Number of estates/From 300 to 400;Large Land Estates/Total area/From 300 to 400;Large Land Estates/Arable land/From 300 to 400;Large Land Estates/Meadows/From 300 to 400;Large Land Estates/Permanent pastures, mountain meadows, and heaths/From 300 to 400;Large Land Estates/Orchards/From 300 to 400;Large Land Estates/Vegetable gardens/From 300 to 400;Large Land Estates/Parks/From 300 to 400;Large Land Estates/Land under forest use/From 300 to 400;Large Land Estates/Ponds and lakes/From 300 to 400;Large Land Estates/Under buildings and roads/From 300 to 400;Large Land Estates/Unproductive land/From 300 to 400;Large Land Estates/Number of estates/From 400 to 500;Large Land Estates/Total area/From 400 to 500;Large Land Estates/Arable land/From 400 to 500;Large Land Estates/Meadows/From 400 to 500;Large Land Estates/Permanent pastures, mountain meadows, and heaths/From 400 to 500;Large Land Estates/Orchards/From 400 to 500;Large Land Estates/Vegetable gardens/From 400 to 500;Large Land Estates/Parks/From 400 to 500;Large Land Estates/Land under forest use/From 400 to 500;Large Land Estates/Ponds and lakes/From 400 to 500;Large Land Estates/Under buildings and roads/From 400 to 500;Large Land Estates/Unproductive land/From 400 to 500;Large Land Estates/Number of estates/From 50 to 100;Large Land Estates/Total area/From 50 to 100;Large Land Estates/Arable land/From 50 to 100;Large Land Estates/Meadows/From 50 to 100;Large Land Estates/Permanent pastures, mountain meadows, and heaths/From 50 to 100;Large Land Estates/Orchards/From 50 to 100;Large Land Estates/Vegetable gardens/From 50 to 100;Large Land Estates/Parks/From 50 to 100;Large Land Estates/Land under forest use/From 50 to 100;Large Land Estates/Ponds and lakes/From 50 to 100;Large Land Estates/Under buildings and roads/From 50 to 100;Large Land Estates/Unproductive land/From 50 to 100;Large Land Estates/Number of estates/From 500 to 1000;Large Land Estates/Total area/From 500 to 1000;Large Land Estates/Arable land/From 500 to 1000;Large Land Estates/Meadows/From 500 to 1000;Large Land Estates/Permanent pastures, mountain meadows, and heaths/From 500 to 1000;Large Land Estates/Orchards/From 500 to 1000;Large Land Estates/Vegetable gardens/From 500 to 1000;Large Land Estates/Parks/From 500 to 1000;Large Land Estates/Land under forest use/From 500 to 1000;Large Land Estates/Ponds and lakes/From 500 to 1000;Large Land Estates/Under buildings and roads/From 500 to 1000;Large Land Estates/Unproductive land/From 500 to 1000;Large Land Estates/Number of estates/Over 1000;Large Land Estates/Total area/Over 1000;Large Land Estates/Arable land/Over 1000;Large Land Estates/Meadows/Over 1000;Large Land Estates/Permanent pastures, mountain meadows, and heaths/Over 1000;Large Land Estates/Orchards/Over 1000;Large Land Estates/Vegetable gardens/Over 1000;Large Land Estates/Parks/Over 1000;Large Land Estates/Land under forest use/Over 1000;Large Land Estates/Ponds and lakes/Over 1000;Large Land Estates/Under buildings and roads/Over 1000;Large Land Estates/Unproductive land/Over 1000;Large Land Estates/Number of estates/Together;Large Land Estates/Total area/Together;Large Land Estates/Arable land/Together;Large Land Estates/Meadows/Together;Large Land Estates/Permanent pastures, mountain meadows, and heaths/Together;Large Land Estates/Orchards/Together;Large Land Estates/Vegetable gardens/Together;Large Land Estates/Parks/Together;Large Land Estates/Land under forest use/Together;Large Land Estates/Ponds and lakes/Together;Large Land Estates/Under buildings and roads/Together;Large Land Estates/Unproductive land/Together
STRYJSKI;STANISŁAWOWSKIE;3.0;343.0;121.0;72.0;56.0;4.0;4.0;0.0;68.0;2.0;6.0;10.0;2.0;528.0;186.0;64.0;70.0;1.0;5.0;5.0;180.0;0.0;4.0;13.0;4.0;1402.0;514.0;239.0;260.0;6.0;7.0;5.0;333.0;9.0;9.0;20.0;2.0;913.0;265.0;15.0;136.0;2.0;10.0;1.0;397.0;40.0;5.0;42.0;4.0;244.0;138.0;46.0;3.0;1.0;1.0;0.0;50.0;0.0;4.0;1.0;8.0;5167.0;1315.0;903.0;576.0;11.0;16.0;2.0;2262.0;10.0;41.0;31.0;8.0;12731.0;3014.0;1787.0;1906.0;69.0;30.0;20.0;5393.0;169.0;76.0;267.0;31.0;21328.0;5553.0;3126.0;3007.0;94.0;73.0;33.0;8683.0;230.0;145.0;384.0
TURCZAŃSKI;STANISŁAWOWSKIE;6.0;841.0;220.0;98.0;280.0;0.0;5.0;0.0;208.0;0.0;4.0;26.0;2.0;522.0;174.0;29.0;29.0;0.0;0.0;0.0;290.0;0.0;0.0;0.0;4.0;1338.0;155.0;70.0;428.0;0.0;0.0;0.0;681.0;0.0;3.0;1.0;1.0;435.0;46.0;5.0;36.0;0.0;0.0;0.0;348.0;0.0;0.0;0.0;9.0;678.0;160.0;73.0;204.0;0.0;0.0;0.0;170.0;0.0;6.0;65.0;1.0;516.0;1.0;0.0;0.0;0.0;0.0;0.0;515.0;0.0;0.0;0.0;10.0;43934.0;5130.0;1664.0;1270.0;1.0;4.0;0.0;35595.0;6.0;39.0;225.0;33.0;48264.0;5886.0;1939.0;2247.0;1.0;9.0;0.0;37807.0;6.0;52.0;317.0
TŁUMACKI;STANISŁAWOWSKIE;6.0;931.0;619.0;103.0;69.0;14.0;7.0;0.0;73.0;2.0;15.0;29.0;7.0;1789.0;1154.0;118.0;63.0;12.0;11.0;1.0;382.0;14.0;16.0;18.0;2.0;776.0;268.0;23.0;136.0;10.0;1.0;1.0;324.0;0.0;2.0;11.0;1.0;417.0;203.0;23.0;0.0;3.0;1.0;0.0;186.0;0.0;1.0;0.0;3.0;167.0;144.0;2.0;2.0;1.0;1.0;0.0;1.0;0.0;1.0;15.0;15.0;10815.0;4098.0;676.0;1065.0;40.0;16.0;5.0;4682.0;71.0;60.0;102.0;6.0;9739.0;3319.0;796.0;353.0;10.0;18.0;8.0;4893.0;83.0;50.0;209.0;40.0;24634.0;9805.0;1741.0;1688.0;90.0;55.0;15.0;10541.0;170.0;145.0;384.0
ŚNIATYŃSKI;STANISŁAWOWSKIE;5.0;880.0;706.0;63.0;40.0;7.0;5.0;2.0;9.0;2.0;17.0;29.0;7.0;1581.0;1239.0;216.0;48.0;6.0;13.0;6.0;23.0;2.0;13.0;15.0;3.0;1077.0;614.0;44.0;159.0;6.0;2.0;0.0;217.0;6.0;12.0;17.0;3.0;1400.0;852.0;60.0;75.0;16.0;5.0;7.0;356.0;1.0;8.0;20.0;3.0;237.0;165.0;6.0;24.0;3.0;2.0;0.0;35.0;0.0;2.0;0.0;10.0;7143.0;4379.0;548.0;448.0;47.0;16.0;13.0;1365.0;121.0;75.0;131.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;12318.0;7955.0;937.0;794.0;85.0;43.0;28.0;2005.0;132.0;127.0;212.0
ŻYDACZOWSKI;STANISŁAWOWSKIE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;234.0;158.0;42.0;1.0;0.0;5.0;0.0;26.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1343.0;371.0;209.0;40.0;3.0;2.0;1.0;665.0;1.0;5.0;46.0;1.0;84.0;43.0;0.0;37.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;9.0;6964.0;1473.0;622.0;1725.0;22.0;23.0;6.0;2815.0;56.0;50.0;172.0;9.0;18277.0;4152.0;1971.0;3486.0;24.0;96.0;7.0;8060.0;72.0;57.0;352.0;23.0;26902.0;6197.0;2844.0;5289.0;49.0;128.0;14.0;11566.0;129.0;114.0;572.0
BORSZCZOWSKI;TARNOPOLSKIE;3.0;488.0;418.0;3.0;0.0;2.0;1.0;0.0;52.0;0.0;4.0;8.0;2.0;546.0;462.0;16.0;24.0;5.0;5.0;2.0;29.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1381.0;1115.0;12.0;91.0;5.0;10.0;0.0;91.0;0.0;12.0;45.0;4.0;293.0;233.0;5.0;8.0;2.0;2.0;1.0;41.0;0.0;1.0;0.0;8.0;6419.0;4331.0;132.0;485.0;15.0;38.0;16.0;1311.0;36.0;26.0;29.0;12.0;29419.0;19550.0;614.0;825.0;63.0;175.0;29.0;7703.0;64.0;172.0;224.0;32.0;38546.0;26109.0;782.0;1433.0;92.0;231.0;48.0;9227.0;100.0;218.0;306.0
BRODZKI;TARNOPOLSKIE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;754.0;339.0;171.0;6.0;47.0;2.0;0.0;159.0;26.0;4.0;0.0;1.0;374.0;145.0;0.0;0.0;1.0;1.0;0.0;224.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;95.0;30.0;58.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;4.0;2525.0;1422.0;142.0;27.0;4.0;13.0;4.0;868.0;14.0;19.0;12.0;9.0;32549.0;6283.0;2411.0;460.0;7.0;90.0;34.0;22391.0;714.0;87.0;72.0;18.0;36297.0;8219.0;2782.0;493.0;59.0;106.0;38.0;23642.0;754.0;114.0;90.0
BRZEŻAŃSKI;TARNOPOLSKIE;6.0;990.0;868.0;34.0;48.0;3.0;13.0;4.0;4.0;1.0;9.0;6.0;1.0;249.0;72.0;17.0;0.0;3.0;0.0;0.0;119.0;0.0;8.0;30.0;1.0;342.0;312.0;17.0;0.0;2.0;3.0;3.0;0.0;2.0;3.0;0.0;3.0;1409.0;1087.0;206.0;18.0;4.0;9.0;3.0;0.0;70.0;7.0;5.0;3.0;179.0;154.0;5.0;9.0;3.0;0.0;0.0;6.0;0.0;2.0;0.0;5.0;3252.0;2708.0;153.0;42.0;7.0;18.0;4.0;203.0;1.0;12.0;104.0;7.0;34533.0;12306.0;1911.0;468.0;28.0;154.0;40.0;18823.0;428.0;123.0;252.0;26.0;40954.0;17507.0;2343.0;585.0;50.0;197.0;54.0;19155.0;502.0;164.0;397.0
BUCZACKI;TARNOPOLSKIE;3.0;438.0;161.0;25.0;6.0;3.0;6.0;0.0;225.0;0.0;4.0;8.0;4.0;944.0;432.0;102.0;3.0;0.0;1.0;0.0;363.0;1.0;2.0;40.0;3.0;1114.0;746.0;35.0;18.0;15.0;1.0;2.0;266.0;0.0;1.0;30.0;4.0;1736.0;1040.0;240.0;105.0;8.0;7.0;5.0;303.0;11.0;11.0;6.0;3.0;226.0;153.0;12.0;10.0;1.0;2.0;3.0;34.0;0.0;6.0;5.0;15.0;11777.0;6121.0;291.0;199.0;45.0;44.0;10.0;4947.0;8.0;57.0;55.0;15.0;23482.0;12341.0;985.0;595.0;31.0;202.0;27.0;8961.0;61.0;115.0;164.0;47.0;39717.0;20994.0;1690.0;936.0;103.0;263.0;47.0;15099.0;81.0;196.0;308.0
CZORTKOWSKI;TARNOPOLSKIE;4.0;498.0;276.0;12.0;0.0;0.0;0.0;0.0;210.0;0.0;0.0;0.0;1.0;203.0;139.0;0.0;0.0;0.0;0.0;3.0;58.0;0.0;3.0;0.0;2.0;694.0;541.0;50.0;1.0;2.0;0.0;0.0;58.0;10.0;4.0;28.0;2.0;847.0;726.0;49.0;31.0;0.0;9.0;0.0;14.0;9.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;7569.0;5378.0;234.0;87.0;31.0;45.0;35.0;1602.0;40.0;68.0;49.0;8.0;17388.0;10695.0;426.0;401.0;24.0;97.0;19.0;5385.0;35.0;113.0;193.0;27.0;27199.0;17755.0;771.0;520.0;57.0;151.0;57.0;7327.0;94.0;197.0;270.0
HUSIATYŃSKI;TARNOPOLSKIE;4.0;665.0;605.0;13.0;0.0;1.0;2.0;0.0;32.0;1.0;4.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1331.0;1106.0;81.0;17.0;5.0;6.0;8.0;52.0;3.0;23.0;30.0;3.0;1291.0;822.0;34.0;0.0;5.0;0.0;0.0;380.0;45.0;3.0;2.0;1.0;68.0;49.0;4.0;5.0;1.0;2.0;0.0;7.0;0.0;0.0;0.0;10.0;7691.0;5611.0;391.0;96.0;30.0;65.0;184.0;1060.0;164.0;68.0;22.0;9.0;24150.0;16294.0;1402.0;477.0;38.0;84.0;55.0;4979.0;306.0;240.0;275.0;31.0;35196.0;24487.0;1925.0;595.0;80.0;159.0;247.0;6510.0;519.0;338.0;336.0
KAMIONECKI;TARNOPOLSKIE;4.0;674.0;461.0;53.0;74.0;0.0;2.0;1.0;65.0;0.0;16.0;2.0;2.0;427.0;189.0;52.0;18.0;1.0;1.0;1.0;145.0;1.0;13.0;6.0;1.0;347.0;290.0;41.0;4.0;0.0;8.0;0.0;0.0;0.0;2.0;2.0;3.0;1298.0;695.0;334.0;32.0;7.0;12.0;1.0;199.0;5.0;12.0;1.0;1.0;71.0;50.0;14.0;0.0;1.0;1.0;0.0;0.0;0.0;2.0;3.0;7.0;5181.0;2817.0;503.0;91.0;21.0;31.0;5.0;1633.0;2.0;46.0;32.0;7.0;18323.0;4340.0;2732.0;370.0;45.0;30.0;9.0;10453.0;95.0;57.0;192.0;25.0;26321.0;8842.0;3729.0;589.0;75.0;85.0;17.0;12495.0;103.0;148.0;238.0
PODHAJECKI;TARNOPOLSKIE;2.0;385.0;344.0;19.0;6.0;4.0;1.0;0.0;2.0;5.0;3.0;1.0;8.0;1979.0;1473.0;54.0;62.0;13.0;9.0;4.0;317.0;2.0;18.0;27.0;6.0;2127.0;1484.0;61.0;87.0;9.0;11.0;1.0;356.0;87.0;14.0;17.0;2.0;941.0;866.0;22.0;2.0;1.0;7.0;1.0;38.0;0.0;3.0;1.0;3.0;181.0;122.0;5.0;28.0;2.0;2.0;0.0;8.0;4.0;1.0;9.0;5.0;3062.0;1849.0;114.0;98.0;10.0;22.0;7.0;938.0;0.0;18.0;6.0;7.0;9502.0;5316.0;649.0;61.0;26.0;33.0;7.0;2867.0;423.0;46.0;74.0;33.0;18177.0;11454.0;924.0;344.0;65.0;85.0;20.0;4526.0;521.0;103.0;135.0
PRZEMYŚLAŃSKI;TARNOPOLSKIE;6.0;935.0;609.0;63.0;65.0;2.0;2.0;0.0;156.0;0.0;15.0;23.0;5.0;1239.0;483.0;61.0;94.0;4.0;5.0;3.0;570.0;1.0;7.0;11.0;4.0;1362.0;621.0;88.0;67.0;4.0;9.0;0.0;526.0;0.0;6.0;41.0;3.0;1369.0;593.0;81.0;7.0;5.0;8.0;1.0;618.0;0.0;4.0;52.0;12.0;892.0;638.0;48.0;55.0;4.0;5.0;0.0;74.0;39.0;12.0;17.0;7.0;4218.0;1963.0;273.0;46.0;31.0;26.0;20.0;1791.0;1.0;28.0;39.0;5.0;9001.0;3479.0;1300.0;556.0;8.0;45.0;12.0;3506.0;5.0;73.0;17.0;42.0;19016.0;8386.0;1914.0;890.0;58.0;100.0;36.0;7241.0;46.0;145.0;200.0
RADZIECHOWSKI;TARNOPOLSKIE;5.0;722.0;556.0;40.0;6.0;1.0;1.0;2.0;79.0;19.0;6.0;12.0;4.0;960.0;449.0;187.0;19.0;4.0;4.0;0.0;289.0;1.0;3.0;4.0;4.0;1466.0;1222.0;56.0;7.0;5.0;10.0;0.0;154.0;1.0;10.0;1.0;3.0;1395.0;809.0;183.0;0.0;0.0;4.0;0.0;381.0;0.0;12.0;6.0;7.0;610.0;486.0;69.0;16.0;7.0;9.0;1.0;1.0;1.0;18.0;2.0;10.0;7175.0;3442.0;918.0;492.0;34.0;13.0;9.0;2162.0;11.0;49.0;45.0;10.0;22434.0;5658.0;2440.0;340.0;8.0;43.0;2.0;13375.0;96.0;129.0;343.0;43.0;34762.0;12622.0;3893.0;880.0;59.0;84.0;14.0;16441.0;129.0;227.0;413.0
SKAŁACKI;TARNOPOLSKIE;6.0;1020.0;753.0;51.0;3.0;2.0;6.0;0.0;14.0;178.0;8.0;5.0;2.0;493.0;329.0;84.0;23.0;2.0;1.0;0.0;45.0;0.0;8.0;1.0;7.0;2401.0;1743.0;56.0;30.0;6.0;16.0;3.0;496.0;16.0;24.0;11.0;4.0;1755.0;1212.0;36.0;53.0;8.0;44.0;0.0;320.0;1.0;7.0;74.0;2.0;129.0;124.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;9.0;6157.0;4227.0;278.0;38.0;24.0;44.0;22.0;1424.0;3.0;45.0;52.0;10.0;16600.0;10291.0;726.0;281.0;22.0;98.0;337.0;4483.0;132.0;130.0;100.0;40.0;28555.0;18679.0;1233.0;429.0;64.0;210.0;362.0;6782.0;330.0;223.0;243.0
TARNOPOLSKI;TARNOPOLSKIE;3.0;507.0;416.0;35.0;23.0;13.0;7.0;3.0;0.0;0.0;1.0;9.0;10.0;2480.0;2212.0;204.0;13.0;1.0;13.0;2.0;15.0;1.0;12.0;7.0;6.0;2063.0;1558.0;166.0;22.0;9.0;17.0;13.0;246.0;0.0;24.0;8.0;3.0;1373.0;1135.0;99.0;1.0;5.0;14.0;0.0;68.0;36.0;11.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;12706.0;9528.0;1010.0;162.0;25.0;64.0;20.0;1666.0;72.0;66.0;93.0;7.0;13510.0;8843.0;694.0;334.0;23.0;79.0;11.0;2996.0;291.0;138.0;101.0;45.0;32639.0;23692.0;2208.0;555.0;76.0;194.0;49.0;4991.0;400.0;252.0;222.0
TREMBOWELSKI;TARNOPOLSKIE;2.0;297.0;275.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;11.0;8.0;4.0;1045.0;668.0;81.0;10.0;0.0;6.0;0.0;270.0;2.0;7.0;1.0;2.0;681.0;592.0;70.0;11.0;2.0;1.0;0.0;0.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;136.0;95.0;26.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;9.0;5.0;3542.0;2924.0;208.0;92.0;10.0;15.0;7.0;199.0;26.0;31.0;30.0;8.0;13926.0;7622.0;654.0;281.0;21.0;53.0;16.0;5012.0;82.0;71.0;114.0;23.0;19627.0;12176.0;1041.0;394.0;33.0;76.0;23.0;5481.0;117.0;124.0;162.0
ZALESZCZYCKI;TARNOPOLSKIE;4.0;581.0;489.0;3.0;22.0;2.0;2.0;2.0;55.0;1.0;2.0;3.0;6.0;1588.0;1171.0;0.0;42.0;12.0;10.0;2.0;290.0;1.0;16.0;44.0;4.0;1450.0;1024.0;14.0;24.0;12.0;3.0;1.0;307.0;2.0;14.0;49.0;5.0;2235.0;1937.0;33.0;37.0;4.0;8.0;2.0;139.0;5.0;21.0;49.0;1.0;73.0;64.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;10424.0;7217.0;104.0;290.0;37.0;51.0;17.0;2465.0;48.0;63.0;132.0;9.0;14941.0;10524.0;195.0;339.0;8.0;43.0;5.0;3647.0;10.0;73.0;97.0;42.0;31292.0;22426.0;349.0;763.0;75.0;117.0;29.0;6903.0;67.0;189.0;374.0
ZBARASKI;TARNOPOLSKIE;5.0;774.0;634.0;86.0;18.0;5.0;7.0;1.0;0.0;0.0;12.0;11.0;8.0;1915.0;1575.0;131.0;5.0;8.0;18.0;8.0;80.0;36.0;30.0;24.0;6.0;2098.0;1741.0;185.0;23.0;8.0;13.0;2.0;36.0;38.0;18.0;34.0;5.0;2305.0;1885.0;99.0;69.0;9.0;8.0;7.0;130.0;58.0;23.0;17.0;3.0;198.0;185.0;2.0;0.0;0.0;1.0;0.0;5.0;1.0;3.0;1.0;9.0;5765.0;4285.0;229.0;51.0;22.0;39.0;28.0;915.0;107.0;56.0;33.0;3.0;3693.0;2643.0;98.0;8.0;20.0;26.0;0.0;828.0;0.0;32.0;38.0;39.0;16748.0;12948.0;830.0;174.0;72.0;112.0;46.0;1994.0;240.0;174.0;158.0
ZBOROWSKI;TARNOPOLSKIE;7.0;1011.0;809.0;121.0;20.0;4.0;10.0;3.0;37.0;0.0;7.0;0.0;4.0;1111.0;887.0;81.0;17.0;1.0;3.0;0.0;52.0;55.0;8.0;7.0;4.0;1374.0;1040.0;116.0;16.0;1.0;4.0;6.0;160.0;0.0;10.0;21.0;2.0;891.0;659.0;45.0;2.0;2.0;2.0;0.0;0.0;0.0;11.0;170.0;3.0;244.0;201.0;24.0;5.0;0.0;0.0;0.0;3.0;0.0;9.0;2.0;3.0;2390.0;1006.0;151.0;60.0;15.0;13.0;8.0;1127.0;1.0;7.0;2.0;6.0;15353.0;7119.0;1151.0;261.0;12.0;63.0;2.0;6129.0;525.0;52.0;39.0;29.0;22374.0;11721.0;1689.0;381.0;35.0;95.0;19.0;7508.0;581.0;104.0;241.0
ZŁOCZOWSKI;TARNOPOLSKIE;9.0;1418.0;751.0;215.0;29.0;3.0;6.0;0.0;342.0;0.0;12.0;60.0;6.0;1338.0;702.0;140.0;108.0;2.0;8.0;0.0;363.0;2.0;12.0;1.0;6.0;2050.0;1002.0;257.0;75.0;6.0;6.0;6.0;639.0;32.0;16.0;11.0;5.0;2296.0;1105.0;598.0;84.0;5.0;21.0;5.0;403.0;1.0;23.0;51.0;3.0;249.0;170.0;29.0;12.0;0.0;2.0;0.0;36.0;0.0;0.0;0.0;14.0;10889.0;5473.0;1304.0;545.0;18.0;56.0;45.0;3313.0;18.0;52.0;65.0;5.0;9311.0;1938.0;897.0;454.0;7.0;11.0;12.0;5692.0;162.0;63.0;75.0;48.0;27551.0;11141.0;3440.0;1307.0;41.0;110.0;68.0;10788.0;215.0;178.0;263.0
BŁOŃSKI;WARSZAWSKIE;28.0;4267.0;3157.0;328.0;163.0;100.0;22.0;21.0;202.0;41.0;121.0;112.0;22.0;5347.0;3790.0;441.0;231.0;121.0;61.0;34.0;251.0;143.0;172.0;103.0;14.0;4954.0;3419.0;341.0;203.0;42.0;24.0;39.0;454.0;133.0;275.0;24.0;5.0;2147.0;1566.0;104.0;137.0;31.0;7.0;18.0;202.0;16.0;51.0;15.0;23.0;1529.0;1040.0;109.0;89.0;40.0;20.0;14.0;33.0;42.0;60.0;82.0;5.0;2947.0;1643.0;252.0;176.0;35.0;6.0;11.0;667.0;14.0;72.0;71.0;6.0;16373.0;7813.0;1179.0;547.0;64.0;43.0;61.0;6127.0;109.0;271.0;159.0;103.0;37564.0;22428.0;2754.0;1546.0;433.0;183.0;198.0;7936.0;498.0;1022.0;566.0
CIECHANOWSKI;WARSZAWSKIE;44.0;6267.0;4392.0;413.0;511.0;42.0;21.0;2.0;264.0;56.0;115.0;451.0;25.0;5927.0;4476.0;478.0;421.0;63.0;21.0;20.0;192.0;35.0;129.0;92.0;17.0;5835.0;3956.0;470.0;454.0;61.0;29.0;12.0;526.0;23.0;108.0;196.0;6.0;2584.0;1629.0;277.0;298.0;14.0;13.0;3.0;235.0;22.0;72.0;21.0;69.0;4754.0;3297.0;323.0;516.0;31.0;14.0;4.0;141.0;50.0;98.0;280.0;10.0;6697.0;4068.0;373.0;582.0;38.0;25.0;8.0;985.0;48.0;220.0;350.0;2.0;12546.0;5934.0;826.0;640.0;45.0;190.0;32.0;4401.0;42.0;361.0;75.0;173.0;44610.0;27752.0;3160.0;3422.0;294.0;313.0;81.0;6744.0;276.0;1103.0;1465.0
GOSTYNIŃSKI;WARSZAWSKIE;7.0;1123.0;706.0;148.0;22.0;16.0;17.0;3.0;59.0;56.0;41.0;55.0;10.0;2351.0;1568.0;245.0;204.0;44.0;7.0;12.0;24.0;87.0;69.0;91.0;6.0;2040.0;1492.0;263.0;96.0;24.0;8.0;5.0;90.0;20.0;30.0;12.0;7.0;3201.0;2231.0;273.0;134.0;35.0;2.0;4.0;221.0;31.0;101.0;169.0;9.0;591.0;426.0;35.0;32.0;9.0;0.0;0.0;13.0;10.0;26.0;40.0;12.0;9039.0;4866.0;936.0;393.0;35.0;35.0;22.0;2116.0;63.0;221.0;352.0;6.0;13873.0;4722.0;953.0;417.0;52.0;10.0;45.0;6513.0;213.0;165.0;783.0;57.0;32218.0;16011.0;2853.0;1298.0;215.0;79.0;91.0;9036.0;480.0;653.0;1502.0
GRÓJECKI;WARSZAWSKIE;32.0;5153.0;3707.0;231.0;200.0;120.0;18.0;12.0;582.0;29.0;118.0;136.0;26.0;6548.0;4550.0;475.0;413.0;138.0;65.0;35.0;328.0;104.0;169.0;271.0;18.0;6024.0;4119.0;344.0;491.0;81.0;40.0;15.0;598.0;66.0;136.0;134.0;12.0;5502.0;3913.0;399.0;185.0;97.0;26.0;24.0;542.0;119.0;121.0;76.0;22.0;1660.0;1203.0;96.0;58.0;124.0;18.0;14.0;53.0;26.0;40.0;28.0;22.0;14809.0;9253.0;924.0;1007.0;149.0;78.0;72.0;2414.0;315.0;402.0;195.0;10.0;16284.0;6981.0;735.0;614.0;100.0;47.0;43.0;6986.0;311.0;336.0;131.0;142.0;55980.0;33726.0;3204.0;2968.0;809.0;292.0;215.0;11503.0;970.0;1322.0;971.0
KUTNOWSKI;WARSZAWSKIE;24.0;3373.0;2933.0;99.0;93.0;49.0;23.0;6.0;14.0;14.0;97.0;45.0;18.0;4449.0;3781.0;185.0;158.0;42.0;23.0;7.0;89.0;29.0;95.0;40.0;11.0;3843.0;3009.0;318.0;152.0;35.0;20.0;13.0;63.0;54.0;98.0;81.0;6.0;2654.0;2152.0;211.0;57.0;24.0;11.0;17.0;92.0;7.0;73.0;10.0;13.0;876.0;683.0;92.0;35.0;15.0;3.0;0.0;0.0;5.0;29.0;14.0;19.0;12803.0;9594.0;852.0;454.0;99.0;81.0;90.0;974.0;33.0;326.0;300.0;9.0;16078.0;12378.0;615.0;282.0;99.0;51.0;58.0;1961.0;103.0;395.0;136.0;100.0;44076.0;34530.0;2372.0;1231.0;363.0;212.0;191.0;3193.0;245.0;1113.0;626.0
LIPNOWSKI;WARSZAWSKIE;34.0;4756.0;3355.0;316.0;243.0;42.0;15.0;9.0;128.0;168.0;82.0;398.0;25.0;6332.0;4352.0;383.0;307.0;45.0;17.0;9.0;843.0;71.0;102.0;203.0;10.0;3483.0;2293.0;261.0;141.0;18.0;24.0;7.0;468.0;69.0;87.0;115.0;11.0;4930.0;3309.0;295.0;190.0;42.0;16.0;11.0;594.0;137.0;88.0;248.0;51.0;3328.0;1972.0;242.0;327.0;34.0;13.0;0.0;277.0;72.0;80.0;311.0;22.0;14186.0;9066.0;942.0;569.0;78.0;76.0;30.0;1568.0;841.0;339.0;677.0;12.0;26283.0;8835.0;1488.0;903.0;80.0;59.0;20.0;13312.0;601.0;248.0;737.0;165.0;63298.0;33182.0;3927.0;2680.0;339.0;220.0;86.0;17190.0;1959.0;1026.0;2689.0
